bonnet|bonnet|noun|2|file:///sdcard/acc_icons/2412_2.png.64x64_q85.png|fr|4|4
agrafeuse|agrafeuse|noun|2|file:///sdcard/acc_icons/2413_2.png.64x64_q85.png|fr|0|
robinet|robinet|noun|2|file:///sdcard/acc_icons/2414_2.png.64x64_q85.png|fr|0|
gants|gants|noun|2|file:///sdcard/acc_icons/2415_2.png.64x64_q85.png|fr|4|4
guitare|guitare|noun|2|file:///sdcard/acc_icons/2417_2.png.64x64_q85.png|fr|8|8
goûter|gouter|verb|3|file:///sdcard/acc_icons/2418_2.png.64x64_q85.png|fr|10|10,19
aimer|aimer|verb|3|file:///sdcard/acc_icons/2418_2.png.64x64_q85.png|fr|6|6,19
hamburger|hamburger|noun|2|file:///sdcard/acc_icons/2419_2.png.64x64_q85.png|fr|10|10
glace|glace|noun|2|file:///sdcard/acc_icons/2420_2.png.64x64_q85.png|fr|10|10
hélicoptère|helicoptere|noun|2|file:///sdcard/acc_icons/2421_2.png.64x64_q85.png|fr|18|18
sœur|sur|noun|2|file:///sdcard/acc_icons/2422_2.png.64x64_q85.png|fr|12|12
frère|frere|noun|2|file:///sdcard/acc_icons/2423_2.png.64x64_q85.png|fr|12|12
hippopotame|hippopotame|noun|2|file:///sdcard/acc_icons/2424_2.png.64x64_q85.png|fr|0|
fourmi|fourmi|noun|2|file:///sdcard/acc_icons/2425_2.png.64x64_q85.png|fr|0|
four|four|noun|2|file:///sdcard/acc_icons/2426_2.png.64x64_q85.png|fr|0|
œuf|uf|noun|2|file:///sdcard/acc_icons/2427_2.png.64x64_q85.png|fr|10|10
œuf à la poêle|uf a la poele|noun|2|file:///sdcard/acc_icons/2428_2.png.64x64_q85.png|fr|0|
infusion|infusion|noun|2|file:///sdcard/acc_icons/2429_2.png.64x64_q85.png|fr|0|
toilettes|toilettes|noun|2|file:///sdcard/acc_icons/2430_2.png.64x64_q85.png|fr|13|13
water|water|noun|2|file:///sdcard/acc_icons/2430_2.png.64x64_q85.png|fr|13|13
cuve|cuve|noun|2|file:///sdcard/acc_icons/2430_2.png.64x64_q85.png|fr|13|13
wc|wc|noun|2|file:///sdcard/acc_icons/2430_2.png.64x64_q85.png|fr|13|13
interrupteur|interrupteur|noun|2|file:///sdcard/acc_icons/2431_2.png.64x64_q85.png|fr|0|
